id,predicted
1345518,93 41 83
1212740,57 56 3
1006697,58 65 97
1194853,47 2 73
1214814,51 95 64
1397073,38 41 39
1027186,81 33 42
1867938,98 24 86
1640988,83 2 80
1845214,35 83 56
1380280,102 23 83
1973244,34 66 1
1018739,65 58 67
1727939,42 86 88
1007674,38 57 3
1211601,82 95 64
1747757,62 41 88
1190548,2 80 94
1254242,18 15 94
1263432,53 54 41
1744094,70 15 5
1669339,97 46 47
1803461,74 24 5
1814894,75 79 47
1610981,8 50 2
1335167,66 44 31
1657713,51 64 80
1344168,39 22 37
1071940,48 42 16
1991028,95 101 80
1230908,61 40 65
1313478,94 88 99
1038780,40 42 65
1616520,27 80 26
1783935,65 58 62
1014671,36 12 43
1438715,61 40 42
1240735,6 2 42
1215417,10 42 36
1765413,42 12 83
1496235,87 92 13
1390737,72 2 98
1550802,17 80 15
1188542,57 56 88
1277098,45 1 83
1162836,88 35 89
1621196,1 31 83
1734640,49 32 46
1123644,32 30 11
1304074,93 41 89
1608983,88 65 2
1930738,102 101 3
1994194,0 2 67
1590666,26 25 15
1699723,83 35 56
1844837,80 94 83
1691674,31 1 66
1876819,31 1 44
1747065,43 52 2
1466420,41 53 54
1437831,23 2 15
1739071,93 83 41
1024347,93 41 83
1004288,46 88 65
1674043,41 88 24
1159024,62 56 42
1585549,49 76 2
1975035,37 86 24
1593125,40 61 46
1870368,15 48 40
1332799,83 35 67
1323803,42 40 12
1071073,60 67 79
1451689,67 65 2
1184145,87 92 88
1151531,25 26 97
1807268,15 9 2
1693951,81 80 94
1229550,83 35 41
1704469,36 43 85
1146687,97 46 47
1063190,91 2 53
1706584,66 83 34
1341632,59 2 65
1696346,1 31 44
1115934,38 97 39
1488950,96 95 35
1332198,49 94 32
1767548,38 57 5
1295152,8 98 97
1371830,51 64 82
1857569,6 68 2
1600362,69 3 64
1071029,25 26 97
1748354,44 34 83
1530507,43 98 2
1550400,83 35 93
1658632,98 86 97
1059864,93 41 83
1026582,41 24 5
1723839,23 15 18
1195869,5 15 2
1154140,34 97 42
1977114,83 35 93
1387633,94 82 95
1584815,63 2 15
1246326,2 82 80
1032770,78 73 74
1061792,88 89 54
1821208,48 42 15
1540164,66 34 42
1419877,88 89 41
1668364,22 39 80
1035463,24 65 58
1986899,62 35 53
1785678,1 31 66
1478938,94 82 64
1987098,9 75 27
1846494,101 92 87
1672173,78 97 15
1329884,86 24 74
1639030,58 65 67
1312800,66 93 34
1287784,39 4 44
1596840,65 58 59
1469935,65 58 98
1342268,94 65 2
1632626,56 57 41
1069117,56 57 3
1049042,2 79 46
1110413,4 71 2
1642772,97 40 5
1214374,53 41 54
1331571,59 58 65
1107870,52 57 83
1315520,40 46 97
1918759,57 97 41
1567915,58 65 59
1410302,79 71 86
1062274,22 80 36
1217923,35 83 41
1582027,86 97 67
1992487,93 41 66
1113843,59 65 93
1042024,38 83 41
1892759,82 94 95
1581055,18 55 50
1205185,57 41 3
1345618,64 51 80
1957891,5 8 0
1042450,18 35 63
1522733,27 65 86
1722815,2 80 15
1328670,58 65 41
1471429,53 41 54
1098428,50 15 64
1987752,64 51 80
1536756,85 42 15
1242766,47 2 63
1726944,83 41 24
1596250,87 92 53
1895435,46 2 9
1550301,23 42 80
1568471,53 54 88
1409812,58 65 41
1174194,74 97 24
1773390,42 12 83
1186464,49 30 55
1052802,30 49 68
1469219,73 79 2
1540442,50 15 42
1485621,15 2 43
1655688,34 44 1
1683647,51 80 64
1337773,6 15 97
1347302,32 43 98
1208529,38 57 56
1037001,37 88 97
1029483,63 93 47
1000082,27 42 85
1191002,91 89 88
1787585,46 47 11
1813363,30 49 55
1698476,91 42 15
1491952,42 12 40
1016076,93 62 94
1812324,95 82 80
1940464,37 30 24
1508191,11 46 2
1661055,86 15 2
1115092,85 42 55
1696067,7 46 15
1074229,33 97 42
1238673,86 65 46
1259748,53 101 89
1795150,53 54 41
1741511,88 41 57
1964970,19 18 15
1121272,41 2 24
1221812,81 45 18
1659403,93 38 83
1439392,91 53 41
1085638,55 15 97
1218268,47 46 2
1552136,1 31 45
1532560,32 30 46
1369642,1 100 31
1261271,75 79 71
1432864,1 31 39
1578337,64 51 80
1336381,31 1 66
1365655,64 51 80
1322101,96 82 41
1304462,91 54 13
1061726,83 35 67
1022838,10 42 41
1127247,59 65 58
1598649,8 97 67
1489156,9 75 15
1587462,18 81 35
1919944,100 31 1
1588098,36 43 18
1496000,37 41 24
1842055,26 25 80
1791127,0 8 5
1493653,66 44 34
1404531,64 51 80
1661016,38 82 95
1182346,55 97 22
1460076,81 31 66
1278428,41 88 65
1228083,80 2 94
1718908,91 88 64
1577860,18 17 23
1214361,4 71 79
1803115,51 64 82
1727018,73 76 86
1569395,10 54 41
1001574,81 66 45
1646242,63 1 93
1905594,97 0 68
1004325,94 2 65
1435813,93 44 34
1742007,13 87 88
1853931,93 41 83
1175203,101 99 87
1878567,87 13 92
1720973,91 99 13
1713270,47 32 63
1874851,43 12 2
1973964,41 44 83
1136983,73 79 2
1331058,97 98 86
1626405,42 12 33
1959160,83 35 41
1736085,86 98 8
1055065,1 31 52
1303904,4 97 40
1549276,87 92 53
1032534,86 97 98
1159378,48 98 46
1368219,88 89 41
1060274,61 42 40
1009194,24 5 65
1970166,93 83 44
1119537,6 98 97
1919169,56 41 57
1355736,77 76 2
1539889,40 42 30
1637560,18 15 79
1933368,1 31 66
1016967,41 21 97
1125244,17 15 18
1671060,55 98 80
1467602,7 46 97
1519023,4 72 71
1447235,78 73 74
1632674,18 79 55
1097653,41 83 56
1826025,87 53 41
1836398,78 1 44
1291855,73 37 79
1162663,98 41 88
1526859,0 44 34
1696543,73 76 2
1365013,63 26 73
1578999,49 15 55
1539206,71 15 98
1152064,31 1 66
1539542,23 2 94
1360072,84 26 81
1435865,38 80 94
1950193,91 89 54
1424677,82 95 51
1208821,58 65 44
1675067,81 94 52
1909857,45 39 41
1798298,86 97 98
1244805,93 83 31
1372781,2 64 98
1636064,42 98 85
1796933,71 79 75
1467590,65 58 8
1849969,5 97 0
1929150,49 18 12
1474276,95 82 80
1475653,70 51 85
1165516,1 100 31
1568738,56 57 88
1135659,27 65 85
1286417,65 97 88
1151561,23 2 41
1203192,69 3 65
1992957,86 98 24
1490110,102 83 52
1576149,86 98 97
1417988,0 80 67
1863086,57 38 56
1229797,83 35 62
1504853,55 1 34
1034120,12 42 64
1297857,83 35 41
1465909,3 98 86
1182768,15 40 16
1956347,6 98 97
1883646,65 58 88
1110772,53 54 56
1706813,88 89 65
1303701,64 51 80
1281064,37 86 74
1974138,59 2 65
1353479,93 44 83
1582206,70 51 85
1873886,56 57 93
1231418,4 79 2
1165404,70 85 64
1609235,35 88 83
1112751,87 13 92
1086134,18 41 64
1005554,51 64 41
1386338,94 80 88
1506875,83 56 82
1220944,59 65 58
1505464,37 21 86
1688071,75 79 98
1458479,101 92 87
1270052,99 51 64
1067860,11 27 9
1760190,27 2 15
1530394,93 66 83
1133023,22 80 2
1153236,83 35 41
1307054,33 88 65
1158855,48 15 12
1939498,24 86 74
1746287,56 83 41
1687712,34 44 66
1817074,81 18 44
1906343,75 2 9
1450590,93 41 83
1651627,83 35 41
1213715,73 83 5
1581441,27 42 65
1482689,13 87 2
1311752,18 50 30
1460707,41 45 80
1685710,81 45 94
1426269,12 34 42
1996349,67 97 98
1091291,42 40 2
1696013,97 2 41
1784206,40 6 2
1596047,10 40 47
1244817,45 1 5
1592928,81 18 55
1860822,91 35 54
1809003,64 51 82
1970566,47 50 15
1271267,38 42 95
1810075,4 71 79
1569548,44 66 1
1739403,99 51 64
1375730,40 46 47
1024140,73 79 35
1290363,82 80 95
1713019,41 89 83
1672642,81 45 39
1550687,22 86 48
1839982,100 83 31
1484949,39 45 1
1012992,75 98 72
1234601,6 97 2
1751526,37 40 86
1241310,68 30 6
1186702,59 65 58
1452694,97 42 2
1635401,83 41 96
1290689,23 2 41
1041030,49 80 44
1212959,88 41 98
1481353,48 42 36
1977610,18 19 15
1208243,85 42 16
1976390,41 5 24
1439749,9 43 2
1272156,98 24 5
1689299,97 65 98
1958354,58 65 8
1085809,82 95 94
1170479,98 97 6
1601527,55 36 48
1349588,48 47 97
1263880,86 41 98
1059357,64 51 82
1224245,80 95 94
1249450,0 2 67
1070884,38 43 2
1203990,53 83 54
1850084,60 97 8
1556735,42 40 83
1110805,102 44 85
1339539,44 34 1
1485619,85 42 64
1626238,83 35 67
1694352,18 17 2
1351600,70 85 83
1579013,56 57 41
1104202,62 56 83
1543993,34 44 35
1297335,35 83 41
1620238,42 12 83
1893449,40 61 42
1785234,41 83 53
1169946,55 50 11
1611272,58 65 67
1553318,17 18 15
1767727,99 101 97
1451419,11 43 36
1850953,91 13 37
1691226,2 33 42
1815515,71 79 75
1063282,79 71 73
1918000,22 15 75
1935223,65 58 83
1146507,12 13 37
1731605,65 58 59
1072147,50 55 12
1690294,7 86 97
1569498,83 67 35
1527035,91 13 54
1438809,3 86 6
1579357,12 43 75
1986506,77 80 2
1721341,71 76 75
1445265,28 27 80
1722672,79 2 75
1522613,79 75 73
1149742,98 86 5
1403291,20 37 18
1543525,2 41 42
1939535,2 6 79
1191281,34 44 1
1674449,34 35 1
1408093,8 98 97
1510140,37 5 41
1605281,56 57 35
1245720,11 46 43
1146498,88 89 53
1373921,42 15 50
1759766,2 0 30
1812607,3 100 95
1965127,37 41 88
1253511,56 41 24
1388833,56 57 35
1361203,58 65 41
1478119,13 85 99
1556170,99 101 88
1998871,74 86 24
1383514,60 46 30
1613409,35 83 80
1830858,2 0 42
1787564,47 85 97
1362875,86 67 24
1768628,26 80 64
1734013,84 0 44
1242781,36 42 40
1956261,56 89 3
1298299,32 30 22
1038433,79 2 47
1900053,49 98 85
1872571,102 56 24
1635475,93 41 83
1478538,1 23 42
1573793,86 24 74
1687747,50 2 15
1393035,42 12 48
1936812,41 89 37
1733002,36 10 47
1849745,61 40 42
1466985,35 83 2
1247698,40 42 46
1721835,9 36 46
1341524,57 56 35
1445029,101 95 89
1029918,102 83 99
1309701,88 53 87
1049633,13 92 99
1195203,81 45 18
1177755,41 83 93
1901444,33 80 2
1941255,93 83 41
1504631,42 12 40
1720005,86 97 42
1049525,65 58 2
1007652,59 60 46
1735230,4 0 25
1873755,23 2 41
1594026,15 16 2
1603010,16 15 2
1917284,15 80 97
1444816,48 46 36
1315599,42 86 85
1316106,57 56 88
1962182,46 40 42
1439436,63 39 1
1191576,58 65 59
1183601,9 86 27
1767338,58 65 41
1974045,36 41 11
1777545,33 2 86
1550164,13 41 2
1472304,39 1 34
1702245,29 75 2
1999963,87 92 99
1279371,47 2 79
1798290,91 13 37
1300107,50 1 15
1044337,86 24 98
1818648,65 58 67
1578532,88 15 50
1740104,73 2 47
1503146,64 95 80
1281280,19 20 18
1197051,2 73 60
1811843,49 32 11
1871772,88 54 89
1024452,2 50 15
1228276,20 21 18
1892108,82 95 94
1518751,13 2 14
1093887,70 65 85
1902421,57 3 56
1119566,31 44 66
1017967,71 79 75
1519437,2 42 41
1164047,83 35 41
1310157,83 41 35
1134785,88 89 65
1066626,64 51 80
1604090,62 67 96
1782794,58 65 88
1852929,73 75 79
1184130,98 86 37
1631649,102 52 31
1818764,91 41 88
1624195,91 44 85
1450022,93 83 56
1805672,12 42 51
1487839,37 88 8
1633399,1 31 5
1632352,64 80 99
1839595,14 88 41
1038006,55 50 11
1660335,42 65 88
1626789,3 92 86
1123739,30 49 32
1648445,30 55 49
1324725,38 57 56
1542410,23 2 80
1809529,86 97 24
1071598,53 89 88
1212656,60 85 2
1971876,95 82 80
1076763,23 2 41
1901249,47 40 15
1682793,17 15 88
1096091,26 25 15
1027967,64 51 82
1676518,21 20 19
1984006,94 88 95
1445963,89 88 86
1599243,99 56 51
1684936,30 85 37
1808108,1 31 42
1942476,22 15 39
1066730,12 42 23
1234007,23 80 42
1446447,12 2 97
1292295,2 73 98
1338160,86 98 24
1951534,87 92 85
1389890,65 58 93
1126633,34 57 65
1743085,40 73 65
1459654,52 1 50
1136422,97 0 5
1045255,67 65 0
1806328,44 83 65
1463051,93 83 31
1665359,86 98 97
1241574,30 2 97
1548250,83 41 57
1637349,36 42 35
1691965,42 100 40
1865095,23 2 67
1850970,71 79 4
1238403,88 83 41
1000541,64 51 80
1646469,77 76 71
1332061,83 41 93
1072508,81 18 80
1939440,93 65 83
1901903,42 12 16
1361156,34 94 1
1098641,37 86 41
1198224,56 35 57
1535918,56 57 88
1227246,40 42 2
1394644,67 83 24
1092946,84 94 2
1081539,35 83 85
1801144,63 47 22
1150403,60 85 2
1177575,13 10 88
1615192,66 42 83
1048345,1 31 44
1501075,53 54 35
1101198,33 32 97
1223686,54 53 94
1204751,24 98 5
1556327,48 42 15
1869901,54 53 41
1284309,97 8 37
1394414,56 57 3
1537683,49 38 2
1983616,42 85 83
1663909,34 95 96
1222319,66 94 31
1582561,48 46 2
1116269,54 80 88
1621466,93 41 66
1146226,35 56 0
1345573,65 58 59
1255165,64 41 101
1895938,42 12 33
1560655,46 83 35
1832744,82 95 80
1042891,51 64 82
1782475,4 71 79
1738218,86 7 88
1751877,86 98 24
1815391,73 2 79
1249636,79 75 73
1191221,97 6 5
1563699,37 39 97
1446789,95 80 64
1147556,23 2 41
1004083,53 88 89
1602486,89 53 99
1519376,91 83 88
1493873,58 65 41
1401755,2 42 67
1129277,74 98 5
1121020,52 31 1
1968705,84 0 26
1899684,83 35 67
1746244,93 57 41
1808868,24 41 67
1296650,41 53 54
1956139,53 41 83
1533996,85 42 98
1463601,38 57 94
1061398,39 97 37
1280397,66 31 1
1079415,77 76 71
1887209,2 46 40
1277674,44 94 1
1547097,3 88 83
1773908,51 64 42
1163837,5 97 41
1325975,19 18 15
1080509,74 24 2
1890369,42 12 35
1404262,73 2 79
1499932,48 42 12
1606088,24 76 8
1102184,64 51 80
1872200,39 41 74
1050193,42 12 53
1419990,6 83 2
1853901,79 2 75
1256437,4 2 42
1307411,18 19 15
1677794,76 73 35
1336180,75 2 11
1814660,97 0 98
1433129,79 71 75
1489941,18 47 12
1857634,89 88 41
1728913,86 24 98
1730495,1 44 66
1069614,22 15 2
1972396,56 41 83
1294882,21 20 97
1762773,88 53 89
1774585,44 34 83
1821122,5 41 97
1183290,71 15 76
1677178,50 16 85
1590013,58 41 65
1488215,58 65 67
1295803,64 51 82
1903822,48 12 36
1934678,86 98 24
1324670,2 95 80
1366567,38 80 94
1660203,23 80 2
1131039,102 31 52
1943637,67 0 2
1488338,2 80 94
1630986,19 37 15
1343189,51 64 80
1199797,5 0 97
1968569,5 2 73
1364595,12 64 2
1177053,3 86 98
1231250,18 19 97
1603488,6 30 97
1413230,53 54 83
1825668,11 98 9
1554880,20 97 83
1045747,100 1 102
1480279,87 54 82
1955003,93 41 31
1836411,94 18 95
1463676,33 2 64
1981586,100 94 83
1531486,35 42 83
1687948,82 80 93
1088748,83 35 34
1513272,80 95 64
1221061,1 41 54
1087683,74 24 41
1615300,64 51 53
1975179,15 11 2
1802633,79 73 35
1842612,66 44 1
1524332,78 42 44
1595183,93 66 56
1464291,83 35 41
1665287,56 41 82
1602552,6 15 83
1897881,62 93 83
1979748,57 88 3
1575068,101 63 1
1422357,88 54 94
1655506,34 1 44
1007728,93 41 83
1530782,30 85 68
1242329,93 41 83
1436455,18 73 15
1934041,2 0 76
1632212,36 47 15
1372698,92 87 95
1907582,13 2 53
1107689,58 65 59
1196812,96 34 35
1920409,58 65 97
1720882,79 75 73
1345176,100 39 1
1051936,98 2 67
1426181,79 4 73
1205084,21 37 39
1113739,24 76 2
1388523,93 39 41
1377156,6 97 2
1546854,44 66 34
1076536,23 2 80
1621014,43 98 36
1158615,33 88 42
1433641,58 65 59
1914080,18 15 71
1339817,34 44 0
1586410,37 41 88
1082694,53 54 41
1476338,64 51 80
1646898,47 76 97
1392201,88 89 13
1310064,8 88 41
1668492,62 35 83
1050049,1 31 66
1741481,12 42 13
1607250,48 98 16
1544970,38 57 80
1347264,97 5 98
1439195,94 44 2
1094932,24 86 97
1049792,56 57 41
1485844,47 40 42
1249677,64 51 100
1838024,2 74 0
1174844,88 89 53
1579326,86 98 7
1884623,20 18 50
1875608,102 100 24
1076770,72 2 86
1677238,18 19 17
1463825,0 97 2
1633540,94 82 88
1232319,44 1 34
1331050,21 39 97
1516459,53 41 83
1093209,56 41 82
1067520,50 80 1
1703138,86 0 98
1846278,49 26 55
1027753,15 40 2
1866899,40 10 93
1785006,78 97 94
1157560,17 2 40
1931175,102 52 101
1266622,44 34 66
1235287,88 95 64
1910063,56 41 57
1732703,78 74 71
1890098,89 88 54
1171840,70 48 43
1969696,63 93 39
1973243,12 2 11
1264116,30 97 65
1674048,13 41 0
1558696,64 51 99
1870613,75 73 98
1654184,83 35 93
1581034,31 1 66
1653091,0 98 2
1803938,19 17 18
1260523,51 82 95
1852538,34 83 42
1870840,82 80 95
1904802,19 18 15
1984868,92 42 95
1742248,70 85 83
1989278,48 70 61
1665992,49 85 5
1463875,82 95 64
1740331,25 8 76
1969832,78 44 97
1111134,79 72 33
1794091,47 73 49
1979152,73 74 79
1515704,53 54 41
1276291,67 88 65
1503577,93 41 83
1164942,26 25 15
1707616,51 64 82
1565104,92 95 87
1644157,100 1 44
1585242,86 74 24
1160580,31 66 1
1724432,93 83 41
1066445,38 40 97
1458712,71 15 76
1446245,34 44 1
1721421,0 97 88
1806135,64 51 82
1302483,58 65 67
1324902,19 39 20
1986364,76 79 73
1047094,79 71 75
1879619,86 5 83
1348387,49 80 30
1281020,50 2 41
1843741,97 46 47
1284891,82 94 95
1453207,4 76 94
1835096,82 80 95
1695183,11 15 75
1697767,56 57 95
1878477,3 2 95
1489198,96 82 95
1396389,95 94 80
1307991,74 97 24
1555426,83 35 42
1555313,94 88 82
1943109,97 15 6
1207624,23 2 80
1001703,3 97 41
1985243,98 86 49
1689620,74 24 5
1059705,2 65 83
1409528,48 42 15
1301282,23 2 42
1126543,23 2 83
1466124,49 2 76
1781978,73 79 76
1691437,37 41 39
1260666,8 97 15
1116967,10 54 15
1218645,8 97 5
1594219,97 80 42
1065846,86 98 75
1875900,86 97 98
1995114,86 67 46
1042278,25 26 97
1542695,80 51 64
1014194,32 85 2
1011753,10 41 100
1399017,50 55 2
1253949,28 80 2
1544797,37 39 19
1221269,93 44 83
1754956,41 88 82
1288436,64 51 2
1361450,101 92 64
1407985,43 70 46
1652726,80 1 2
1894216,102 65 52
1016399,28 49 80
1086053,58 65 59
1383813,2 42 83
1869328,40 64 70
1387710,30 68 85
1632290,63 39 1
1246841,83 35 67
1625264,79 71 75
1161156,81 42 33
1959742,34 44 66
1558112,30 49 68
1823869,3 97 56
1321599,82 95 80
1412976,24 98 5
1915316,3 83 41
1691582,3 100 97
1900551,100 102 1
1086710,5 24 7
1856608,18 71 15
