id,predicted
1713998,41 24 80
1385293,9 2 71
1198944,21 20 97
1481810,49 68 37
1413661,95 94 64
1848731,93 41 83
1616977,33 30 94
1825176,91 89 54
1991780,77 80 8
1879560,76 79 77
1686123,42 12 94
1692888,86 5 24
1410755,45 39 54
1519215,75 79 76
1205631,4 33 97
1987556,67 0 89
1128061,40 46 30
1218153,44 34 35
1882867,49 65 44
1505241,43 3 36
1105339,51 64 82
1135272,74 37 86
1844094,57 41 3
1412844,30 39 97
1387850,101 64 95
1807948,47 2 15
1474153,13 36 87
1995388,34 44 35
1801412,91 12 6
1423027,79 71 75
1283573,22 39 38
1269908,47 63 22
1476048,70 64 48
1412722,91 88 23
1392826,96 52 80
1056331,102 95 97
1313018,2 64 3
1322487,100 45 31
1322497,62 93 83
1538646,34 66 0
1632603,91 89 54
1066540,91 89 83
1093839,92 18 94
1739148,54 3 41
1777309,21 17 97
1655149,73 2 42
1464341,97 0 67
1745654,49 2 5
1649874,93 41 83
1095908,86 24 98
1602056,56 57 41
1232095,18 15 19
1941722,5 24 41
1667851,83 35 58
1344269,15 8 37
1665940,63 19 18
1468544,35 83 1
1832901,12 42 50
1873493,3 97 42
1721412,79 2 33
1015527,97 30 40
1096265,59 58 2
1339795,98 65 67
1642518,4 71 24
1084258,91 54 92
1927782,18 71 20
1370575,91 89 54
1203914,97 2 0
1885176,6 2 15
1899948,39 37 93
1457245,41 24 89
1106550,23 2 57
1970112,18 27 12
1681138,2 80 101
1904021,12 42 50
1975494,6 97 33
1964698,86 41 67
1957222,35 80 83
1001553,6 68 71
1045879,50 64 15
1129749,65 58 46
1040640,2 80 41
1416012,102 13 101
1066056,93 41 24
1565613,57 56 95
1106611,42 2 57
1242659,100 30 80
1241743,70 17 48
1692299,13 87 10
1185245,6 3 33
1488045,11 46 9
1259529,56 41 24
1304667,40 97 46
1130302,97 40 46
1156039,26 80 64
1749391,73 79 75
1102713,51 64 95
1383338,56 57 35
1641016,62 56 83
1988814,38 57 41
1329925,53 92 89
1040914,46 24 57
1343981,93 41 83
1401587,75 79 2
1142882,29 71 79
1949610,83 5 31
1478295,29 40 68
1383307,37 8 74
1539410,91 89 54
1873540,2 51 95
1106784,89 42 91
1386326,75 77 86
1648539,75 79 76
1610938,2 15 80
1293161,30 47 4
1101680,59 58 65
1769869,6 24 65
1097693,65 94 28
1608695,97 40 20
1188229,45 31 57
1537985,45 39 15
1460493,21 97 5
1770085,46 9 2
1133990,37 73 74
1346987,49 101 30
1049980,80 83 24
1895419,71 76 33
1023008,71 75 33
1653799,83 67 35
1710250,97 65 30
1388784,42 92 46
1280099,58 65 24
1261219,80 64 41
1613132,3 56 97
1057334,30 33 46
1287596,2 69 0
1383490,93 41 57
1017775,91 54 89
1055405,38 52 95
1881267,53 54 41
1872753,2 29 60
1547228,37 89 41
1724773,35 83 2
1968966,14 40 53
1527011,41 24 5
1284077,35 83 57
1628066,8 97 67
1688791,42 85 33
1357334,92 89 88
1072373,2 51 97
1890469,70 43 9
1458638,1 31 100
1815276,93 41 56
1837495,43 36 41
1064891,64 51 100
1704308,7 97 41
1296629,56 57 3
1276780,40 88 42
1319422,64 51 42
1647737,64 51 99
1504306,21 66 41
1074877,2 59 80
1592725,4 71 33
1700467,25 26 8
1344848,73 74 79
1701403,97 64 5
1651855,47 63 1
1162035,96 66 95
1661721,5 24 80
1904187,89 41 91
1981604,1 66 31
1796436,98 24 41
1249123,83 35 95
1224828,7 97 46
1694229,33 4 24
1793710,3 97 69
1330218,41 24 54
1551411,2 0 80
1165682,56 89 41
1862079,42 46 61
1839069,88 89 65
1333089,16 66 31
1563216,48 15 40
1331899,15 65 97
1626943,95 80 94
1408756,76 79 73
1753028,93 41 24
1624597,41 89 83
1461220,64 94 44
1121244,93 66 31
1317194,57 3 56
1842925,85 22 16
1137958,35 83 42
1370680,49 97 24
1659976,72 77 65
1619686,93 83 41
1778739,97 3 88
1948286,41 24 62
1609092,65 58 24
1975618,20 97 24
1539650,48 15 37
1901656,51 12 42
1386399,2 8 0
1852352,66 31 1
1138449,64 51 82
1373969,8 97 67
1938483,30 60 65
1213439,0 86 8
1146577,47 30 37
1154990,12 42 28
1611748,61 42 40
1068603,2 0 98
1500121,58 65 59
1877926,83 93 35
1151461,3 51 65
1828317,24 65 26
1498388,9 46 11
1372993,12 17 48
1335261,56 57 88
1379866,35 83 57
1982575,15 16 2
1317496,34 44 66
1470862,1 44 58
1020512,49 86 65
1470477,66 44 31
1454131,37 74 8
1134937,9 18 71
1372736,94 82 95
1831306,83 35 65
1230635,18 79 73
1707718,86 7 24
1843991,89 24 88
1955191,83 96 2
1958292,5 86 65
1345518,93 65 62
1212740,57 3 56
1006697,65 58 5
1194853,47 46 65
1214814,51 64 95
1397073,38 3 57
1027186,81 94 100
1867938,98 41 24
1640988,83 80 95
1845214,83 56 35
1380280,102 52 80
1973244,34 66 65
1018739,65 58 59
1727939,42 41 51
1007674,38 3 57
1211601,82 95 51
1747757,83 67 41
1190548,80 2 33
1254242,18 19 94
1263432,53 54 41
1744094,70 5 48
1669339,97 5 65
1803461,74 24 5
1814894,75 79 80
1610981,8 65 99
1335167,66 31 1
1657713,51 64 80
1344168,39 37 22
1071940,48 46 64
1991028,95 101 2
1230908,61 36 64
1313478,94 99 88
1038780,40 42 65
1616520,27 28 30
1783935,65 58 97
1014671,36 48 12
1438715,61 40 64
1240735,6 2 75
1215417,10 53 12
1765413,42 36 33
1496235,87 92 101
1390737,72 75 9
1550802,17 21 15
1188542,56 57 89
1277098,45 39 1
1162836,88 89 53
1621196,1 49 94
1734640,49 76 37
1123644,32 30 46
1304074,93 41 24
1608983,88 14 3
1930738,102 52 64
1994194,0 67 2
1590666,26 25 44
1699723,35 83 56
1844837,94 88 95
1691674,1 31 66
1876819,1 31 66
1747065,43 2 52
1466420,53 54 41
1437831,23 2 15
1739071,93 83 35
1024347,93 41 83
1004288,46 43 42
1674043,41 3 64
1159024,62 56 41
1585549,49 2 5
1975035,37 74 41
1593125,61 40 46
1870368,15 55 22
1332799,83 35 3
1323803,42 40 61
1071073,60 11 68
1451689,2 65 0
1184145,87 101 14
1151531,25 97 26
1807268,15 98 97
1693951,81 1 52
1229550,41 83 35
1704469,36 73 43
1146687,97 48 5
1063190,91 88 92
1706584,66 41 3
1341632,59 2 60
1696346,1 31 45
1115934,38 37 93
1488950,96 83 95
1332198,49 5 55
1767548,38 57 41
1295152,8 97 98
1371830,51 64 99
1857569,6 68 71
1600362,69 3 64
1071029,25 8 26
1748354,44 35 83
1530507,43 65 58
1550400,83 42 93
1658632,98 24 97
1059864,93 41 31
1026582,41 5 24
1723839,23 42 2
1195869,5 15 0
1154140,34 24 91
1977114,83 35 42
1387633,94 82 95
1584815,63 2 23
1246326,2 80 24
1032770,78 77 76
1061792,89 88 101
1821208,48 58 43
1540164,66 31 34
1419877,89 41 94
1668364,22 39 2
1035463,24 5 41
1986899,62 45 93
1785678,1 31 42
1478938,94 28 42
1987098,9 75 46
1846494,101 64 87
1672173,78 71 18
1329884,86 74 24
1639030,58 65 24
1312800,66 93 24
1287784,86 97 30
1596840,65 58 69
1469935,65 64 98
1342268,94 65 58
1632626,56 57 3
1069117,56 57 3
1049042,2 46 79
1110413,4 33 71
1642772,97 65 24
1214374,53 54 41
1331571,59 58 65
1107870,52 31 44
1315520,46 40 97
1918759,57 41 24
1567915,65 58 24
1410302,79 75 71
1062274,22 42 2
1217923,35 83 93
1582027,86 24 98
1992487,93 41 83
1113843,59 65 58
1042024,38 83 57
1892759,95 82 94
1581055,18 37 80
1205185,57 41 88
1345618,51 64 82
1957891,5 63 0
1042450,18 20 63
1522733,27 28 65
1722815,2 80 15
1328670,58 65 24
1471429,53 89 54
1098428,50 12 51
1987752,64 51 82
1536756,85 15 42
1242766,47 63 15
1726944,83 41 24
1596250,87 54 90
1895435,46 40 2
1550301,42 23 45
1568471,53 54 92
1409812,58 65 41
1174194,74 24 86
1773390,42 89 40
1186464,49 55 30
1052802,30 47 68
1469219,73 2 79
1540442,50 1 99
1485621,15 65 16
1655688,34 44 66
1683647,38 51 64
1337773,6 97 15
1347302,32 97 43
1208529,38 57 52
1037001,37 39 21
1029483,63 19 1
1000082,27 61 32
1191002,91 54 89
1787585,46 11 40
1813363,30 55 32
1698476,91 53 89
1491952,42 61 12
1016076,39 93 5
1812324,95 64 80
1940464,37 86 74
1508191,11 15 46
1661055,2 98 42
1115092,85 42 16
1696067,7 15 8
1074229,33 86 31
1238673,86 65 46
1259748,53 37 89
1795150,53 54 41
1741511,24 41 89
1964970,19 20 18
1121272,41 93 10
1221812,81 45 66
1659403,38 5 39
1439392,91 53 99
1085638,55 49 15
1218268,46 47 32
1552136,1 45 100
1532560,32 46 11
1369642,31 1 66
1261271,75 79 71
1432864,1 31 47
1578337,64 51 95
1336381,31 1 66
1365655,64 51 82
1322101,96 94 95
1304462,91 54 89
1061726,35 83 56
1022838,10 41 40
1127247,59 58 65
1598649,8 97 5
1489156,9 32 79
1587462,18 15 9
1919944,100 31 64
1588098,36 73 47
1496000,37 24 8
1842055,26 25 63
1791127,0 67 5
1493653,66 44 34
1404531,64 51 80
1661016,38 94 26
1182346,55 15 22
1460076,81 52 22
1278428,41 83 65
1228083,80 2 95
1718908,91 89 53
1577860,18 23 1
1214361,4 71 74
1803115,51 64 99
1727018,73 86 76
1569395,10 46 2
1001574,81 66 22
1646242,63 30 32
1905594,97 5 98
1004325,94 88 89
1435813,93 83 2
1742007,13 82 87
1853931,93 41 24
1175203,101 99 102
1878567,87 54 92
1720973,91 54 67
1713270,47 32 63
1874851,43 12 52
1973964,41 83 10
1136983,73 79 2
1331058,37 97 46
1626405,42 15 33
1959160,83 35 41
1736085,86 24 5
1055065,1 31 52
1303904,4 49 2
1549276,87 92 41
1032534,86 24 5
1159378,48 98 16
1368219,88 89 67
1060274,61 42 40
1009194,24 8 41
1970166,93 31 83
1119537,6 0 2
1919169,56 57 41
1355736,77 76 65
1539889,40 42 86
1637560,18 80 11
1933368,1 31 66
1016967,41 54 90
1125244,17 18 21
1671060,55 98 64
1467602,7 46 80
1519023,4 33 71
1447235,78 73 37
1632674,18 97 75
1097653,41 24 89
1826025,87 41 92
1836398,78 8 1
1291855,73 2 29
1162663,98 97 41
1526859,44 0 67
1696543,73 76 2
1365013,63 26 28
1578999,49 101 44
1539206,71 2 11
1152064,31 1 94
1539542,23 2 22
1360072,84 26 81
1435865,38 57 80
1950193,91 54 83
1424677,82 95 64
1208821,65 58 24
1675067,81 92 2
1909857,45 39 78
1798298,86 97 24
1244805,93 56 41
1372781,2 51 15
1636064,42 85 65
1796933,71 79 33
1467590,65 58 8
1849969,5 97 15
1929150,49 55 32
1474276,80 82 64
1475653,70 43 60
1165516,100 65 1
1568738,56 89 41
1135659,27 65 2
1286417,97 46 58
1151561,23 2 80
1203192,69 3 25
1992957,86 24 7
1490110,102 83 64
1576149,86 98 24
1417988,0 5 25
1863086,57 38 3
1229797,35 83 67
1504853,55 49 97
1034120,42 12 73
1297857,83 41 35
1465909,3 97 59
1182768,15 55 63
1956347,6 42 2
1883646,65 58 8
1110772,53 54 101
1706813,89 88 83
1303701,64 51 95
1281064,37 74 86
1974138,59 2 65
1353479,93 41 83
1582206,70 43 60
1873886,56 5 57
1231418,4 33 71
1165404,70 35 43
1609235,35 89 85
1112751,87 92 2
1086134,18 15 45
1005554,51 64 41
1386338,94 88 64
1506875,56 41 89
1220944,59 65 2
1505464,37 3 66
1688071,75 79 76
1458479,101 64 51
1270052,99 51 64
1067860,11 9 43
1760190,33 86 30
1530394,93 41 89
1133023,22 15 1
1153236,83 35 67
1307054,33 65 3
1158855,48 14 15
1939498,24 98 5
1746287,56 65 83
1687712,34 66 93
1817074,81 45 1
1906343,75 79 76
1450590,93 5 41
1651627,35 83 65
1213715,73 74 88
1581441,27 2 3
1482689,13 87 10
1311752,18 63 20
1460707,41 39 83
1685710,81 45 31
1426269,12 42 34
1996349,43 46 65
1091291,42 12 41
1696013,97 5 3
1784206,40 46 2
1596047,10 40 46
1244817,45 39 83
1592928,81 55 18
1860822,91 54 89
1809003,64 51 95
1970566,15 16 50
1271267,38 37 31
1810075,4 79 71
1569548,44 66 1
1739403,99 64 51
1375730,40 46 65
1024140,73 76 79
1290363,82 96 80
1713019,41 89 24
1672642,81 45 97
1550687,22 15 48
1839982,100 31 64
1484949,39 1 45
1012992,75 71 68
1234601,6 97 33
1751526,37 86 74
1241310,68 30 6
1186702,59 65 58
1452694,2 37 24
1635401,83 96 95
1290689,23 2 15
1041030,49 80 2
1212959,88 94 24
1481353,48 9 36
1977610,18 19 15
1208243,85 42 16
1976390,24 41 5
1439749,9 43 11
1272156,98 5 24
1689299,65 97 5
1958354,58 65 59
1085809,95 82 94
1170479,98 5 97
1601527,55 36 98
1349588,48 47 46
1263880,41 86 24
1059357,64 51 41
1224245,80 95 94
1249450,0 2 67
1070884,38 80 30
1203990,53 54 41
1850084,60 48 8
1556735,42 46 4
1110805,102 99 64
1339539,44 34 1
1485619,85 35 89
1626238,83 35 93
1694352,18 23 17
1351600,70 43 83
1579013,56 57 3
1104202,62 83 35
1543993,34 44 66
1297335,35 83 65
1620238,42 36 53
1893449,40 42 65
1785234,41 54 24
1169946,15 55 1
1611272,65 58 59
1553318,17 18 15
1767727,69 99 64
1451419,11 43 9
1850953,91 13 99
1691226,2 42 59
1815515,71 20 31
1063282,79 71 75
1918000,22 46 2
1935223,65 3 56
1146507,12 42 21
1731605,58 65 59
1072147,50 42 15
1690294,7 86 97
1569498,83 89 67
1527035,91 54 89
1438809,3 97 36
1579357,12 2 97
1986506,77 80 73
1721341,71 76 75
1445265,28 27 72
1722672,79 75 2
1522613,79 2 75
1149742,98 24 86
1403291,37 39 20
1543525,2 24 12
1939535,2 80 59
1191281,34 44 78
1674449,34 44 31
1408093,8 97 25
1510140,37 93 41
1605281,56 41 57
1245720,11 43 36
1146498,88 89 92
1373921,42 12 15
1759766,2 76 79
1812607,3 38 97
1965127,37 41 74
1253511,56 57 41
1388833,56 57 3
1361203,65 58 24
1478119,13 87 92
1556170,99 101 13
1998871,24 74 97
1383514,60 46 2
1613409,35 83 80
1830858,2 51 101
1787564,47 86 37
1362875,86 24 5
1768628,26 80 64
1734013,84 26 16
1242781,36 15 12
1956261,56 41 89
1298299,32 33 30
1038433,79 47 2
1900053,49 5 98
1872571,102 52 83
1635475,93 41 83
1478538,31 93 66
1573793,86 24 74
1687747,50 16 42
1393035,42 12 36
1936812,89 41 37
1733002,36 42 85
1849745,61 100 40
1466985,83 35 80
1247698,40 46 61
1721835,9 36 2
1341524,57 3 56
1445029,95 101 41
1029918,102 13 99
1309701,88 99 89
1049633,13 10 14
1195203,81 45 18
1177755,41 89 93
1901444,33 15 3
1941255,93 41 83
1504631,42 33 40
1720005,86 2 88
1049525,65 58 59
1007652,60 59 65
1735230,4 71 79
1873755,23 2 83
1594026,15 99 16
1603010,15 16 64
1917284,15 16 39
1444816,48 9 46
1315599,85 65 35
1316106,56 57 88
1962182,46 2 42
1439436,63 1 39
1191576,58 65 8
1183601,9 71 33
1767338,65 58 24
1974045,36 42 2
1777545,33 2 98
1550164,13 10 83
1472304,39 83 101
1702245,29 2 76
1999963,87 99 101
1279371,47 49 50
1798290,91 13 37
1300107,50 41 64
1044337,86 98 24
1818648,58 65 5
1578532,88 15 42
1740104,73 2 65
1503146,64 95 82
1281280,19 18 20
1197051,2 60 42
1811843,49 5 38
1871772,101 89 95
1024452,2 15 16
1228276,20 97 15
1892108,82 95 64
1518751,13 10 23
1093887,70 5 43
1902421,57 3 56
1119566,31 66 1
1017967,71 9 76
1519437,2 0 24
1164047,83 35 41
1310157,83 41 56
1134785,88 89 92
1066626,64 51 80
1604090,62 83 41
1782794,65 58 5
1852929,73 68 71
1184130,98 24 97
1631649,102 52 13
1818764,91 89 54
1624195,91 41 70
1450022,93 83 56
1805672,12 51 26
1487839,37 41 88
1633399,1 24 31
1632352,64 80 51
1839595,14 41 97
1038006,55 15 21
1660335,42 40 61
1626789,3 64 42
1123739,30 2 55
1648445,30 55 32
1324725,38 56 57
1542410,23 2 44
1809529,86 98 8
1071598,53 89 88
1212656,60 68 8
1971876,95 64 80
1076763,23 2 93
1901249,47 36 11
1682793,17 23 41
1096091,26 84 77
1027967,64 51 80
1676518,21 23 97
1984006,94 96 83
1445963,41 89 67
1599243,99 51 94
1684936,30 4 85
1808108,31 1 66
1942476,22 15 73
1066730,12 42 95
1234007,23 42 80
1446447,12 25 42
1292295,2 98 0
1338160,86 24 5
1951534,87 82 13
1389890,65 58 0
1126633,34 65 44
1743085,40 14 88
1459654,52 1 31
1136422,0 5 97
1045255,67 65 58
1806328,44 65 57
1463051,93 66 31
1665359,86 24 98
1241574,30 10 2
1548250,35 41 83
1637349,36 42 43
1691965,42 12 66
1865095,23 2 57
1850970,71 79 4
1238403,89 41 80
1000541,51 64 80
1646469,77 76 75
1332061,83 93 57
1072508,81 45 28
1939440,65 73 3
1901903,42 39 12
1361156,34 44 66
1098641,37 89 21
1198224,57 56 35
1535918,56 57 95
1227246,40 46 7
1394644,83 89 67
1092946,84 2 15
1081539,35 83 85
1801144,63 47 79
1150403,60 44 68
1177575,13 10 14
1615192,66 41 62
1048345,1 31 44
1501075,53 54 92
1101198,33 32 64
1223686,54 53 41
1204751,24 41 5
1556327,48 15 75
1869901,54 41 89
1284309,97 46 9
1394414,56 57 3
1537683,49 5 98
1983616,42 85 16
1663909,34 35 96
1222319,66 56 31
1582561,48 46 2
1116269,89 54 83
1621466,93 41 66
1146226,35 3 5
1345573,58 65 51
1255165,64 99 80
1895938,42 15 40
1560655,85 46 40
1832744,41 24 93
1042891,64 51 82
1782475,4 71 28
1738218,86 5 7
1751877,86 24 97
1815391,73 76 2
1249636,79 75 76
1191221,97 6 98
1563699,37 86 5
1446789,95 64 80
1147556,23 2 15
1004083,53 89 41
1602486,89 41 35
1519376,91 54 64
1493873,58 65 67
1401755,2 59 65
1129277,74 71 8
1121020,52 41 1
1968705,84 26 15
1899684,83 35 93
1746244,93 66 41
1808868,24 86 41
1296650,41 53 24
1956139,53 41 54
1533996,85 2 47
1463601,38 57 56
1061398,97 37 30
1280397,66 31 1
1079415,77 76 73
1887209,2 59 15
1277674,44 1 64
1547097,88 96 94
1773908,51 64 95
1163837,97 0 65
1325975,19 18 15
1080509,24 74 41
1890369,42 12 65
1404262,73 76 37
1499932,48 10 92
1606088,24 41 8
1102184,64 51 82
1872200,39 41 5
1050193,42 12 53
1419990,6 33 5
1853901,79 75 71
1256437,4 71 74
1307411,18 15 19
1677794,76 73 77
1336180,75 15 6
1814660,97 0 5
1433129,79 71 75
1489941,18 1 32
1857634,89 41 37
1728913,86 24 5
1730495,44 66 31
1069614,22 39 15
1972396,56 57 41
1294882,21 5 41
1762773,89 54 53
1774585,44 100 31
1821122,5 24 41
1183290,71 79 72
1677178,50 16 63
1590013,41 5 24
1488215,58 65 8
1295803,64 51 95
1903822,48 36 9
1934678,86 24 97
1324670,80 51 95
1366567,38 80 94
1660203,23 83 2
1131039,102 13 3
1943637,67 83 0
1488338,2 80 15
1630986,19 17 97
1343189,51 64 82
1199797,97 40 5
1968569,5 58 98
1364595,14 64 15
1177053,3 97 83
1231250,18 19 20
1603488,6 68 33
1413230,53 41 89
1825668,11 43 9
1554880,20 5 21
1045747,100 64 1
1480279,87 91 13
1955003,93 37 41
1836411,94 95 20
1463676,33 80 3
1981586,100 64 35
1531486,35 57 41
1687948,82 80 95
1088748,83 35 65
1513272,80 95 82
1221061,1 39 52
1087683,74 24 5
1615300,64 99 51
1975179,15 55 49
1802633,79 73 71
1842612,66 1 31
1524332,78 42 58
1595183,93 22 83
1464291,83 35 56
1665287,56 41 67
1602552,6 97 2
1897881,62 83 44
1979748,57 3 41
1575068,101 1 37
1422357,54 95 94
1655506,34 42 44
1007728,93 41 62
1530782,30 68 85
1242329,93 83 41
1436455,18 15 20
1934041,2 76 73
1632212,36 20 15
1372698,92 53 87
1907582,13 35 87
1107689,65 58 59
1196812,1 96 34
1920409,65 58 97
1720882,79 71 75
1345176,100 81 78
1051936,98 77 2
1426181,79 71 75
1205084,21 41 20
1113739,24 46 86
1388523,93 41 39
1377156,30 6 2
1546854,44 31 1
1076536,23 2 95
1621014,98 41 97
1158615,33 80 40
1433641,58 65 59
1914080,18 15 71
1339817,34 66 44
1586410,37 97 41
1082694,53 54 41
1476338,64 51 82
1646898,47 97 68
1392201,89 88 41
1310064,8 41 97
1668492,62 93 83
1050049,1 31 66
1741481,12 42 40
1607250,48 58 40
1544970,38 93 80
1347264,97 5 98
1439195,94 2 82
1094932,24 97 41
1049792,56 57 3
1485844,47 39 37
1249677,51 64 99
1838024,2 97 42
1174844,88 89 83
1579326,86 7 98
1884623,20 15 21
1875608,102 83 2
1076770,72 46 97
1677238,18 19 23
1463825,0 2 67
1633540,94 82 95
1232319,44 1 42
1331050,21 41 22
1516459,41 53 10
1093209,56 41 82
1067520,20 50 41
1703138,86 98 24
1846278,49 99 101
1027753,15 2 16
1866899,40 31 97
1785006,78 76 71
1157560,17 15 78
1931175,102 99 83
1266622,44 34 66
1235287,95 83 64
1910063,56 57 41
1732703,78 76 94
1890098,91 54 53
1171840,70 91 48
1969696,63 24 41
1973243,12 2 15
1264116,30 97 56
1674048,13 92 23
1558696,64 51 99
1870613,75 77 76
1654184,83 35 42
1581034,1 31 66
1653091,2 0 24
1803938,19 18 41
1260523,82 95 64
1852538,34 44 13
1870840,82 95 80
1904802,19 20 18
1984868,91 12 37
1742248,70 9 43
1989278,48 70 85
1665992,49 98 5
1463875,82 95 64
1740331,25 8 97
1969832,78 45 71
1111134,79 2 40
1794091,47 40 46
1979152,73 46 74
1515704,53 54 28
1276291,67 97 65
1503577,93 41 24
1164942,26 94 84
1707616,51 64 2
1565104,92 54 53
1644157,100 3 31
1585242,86 24 5
1160580,66 31 1
1724432,93 83 41
1066445,38 2 83
1458712,71 25 8
1446245,34 66 44
1721421,0 86 67
1806135,64 51 82
1302483,65 58 24
1324902,19 20 39
1986364,76 79 74
1047094,79 71 75
1879619,86 33 43
1348387,49 99 30
1281020,50 2 15
1843741,97 48 2
1284891,95 82 94
1453207,4 76 33
1835096,95 82 94
1695183,11 46 15
1697767,56 57 5
1878477,3 83 97
1489198,96 95 57
1396389,95 94 80
1307991,74 24 41
1555426,95 35 34
1555313,94 99 64
1943109,97 42 6
1207624,23 2 80
1001703,3 97 83
1985243,98 97 27
1689620,74 24 5
1059705,2 18 46
1409528,48 40 46
1301282,23 2 65
1126543,23 2 65
1466124,49 5 98
1781978,73 76 79
1691437,37 41 39
1260666,8 97 25
1116967,10 2 11
1218645,8 24 41
1594219,97 8 20
1065846,86 97 5
1875900,86 5 8
1995114,86 6 67
1042278,25 76 26
1542695,51 80 64
1014194,55 2 32
1011753,10 11 35
1399017,50 15 42
1253949,28 27 80
1544797,63 37 19
1221269,93 65 41
1754956,41 67 89
1288436,51 64 95
1361450,101 92 64
1407985,43 70 34
1652726,80 23 2
1894216,102 88 101
1016399,28 49 27
1086053,58 65 69
1383813,42 40 83
1869328,40 70 12
1387710,30 33 68
1632290,63 81 1
1246841,83 35 40
1625264,79 71 75
1161156,81 94 3
1959742,34 44 31
1558112,30 33 32
1823869,3 97 69
1321599,82 95 80
1412976,24 98 5
1915316,3 89 41
1691582,3 97 83
1900551,100 83 64
1086710,5 24 41
1856608,18 20 79
